study_id,item_id,item_filename,tester_id,tester_external_id,tester_display_name,tester_quality_grade,item_question,tester_item_answer,fixation_point_x,fixation_point_y,fixation_starts_at_ms,fixation_ends_at_ms,fixation_duration_ms,notes
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,64.123581336696,94.333333333333,6607,6752,145,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,70.311055065153,82.333333333333,7009,7170,161,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,71.521647751156,41.888888888889,7693,7892,199,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,62.643968053804,41.586419753086,8139,8241,102,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,68.831441782261,41.586419753086,8293,8454,161,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,69.234972677596,44.888888888889,8587,8784,197,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,35.876418663304,41.05376344086,9040,9193,153,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,37.412439490705,43.777777777778,9255,9382,127,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,54.707860445565,58.888888888889,9831,9968,137,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,54.707860445565,61.444444444444,10065,10237,172,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,39.104665825977,72.266666666667,10427,10573,146,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,62.162334404534,54.888888888889,10823,10950,127,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,25.250105086171,92.888888888889,11870,11979,109,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,24.577553593947,92.888888888889,11998,12105,107,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,37.356031946196,41.444444444444,12781,12881,100,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,37.356031946196,39.666666666667,13029,13298,269,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,43.139974779319,43.111111111111,13391,13530,139,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,40.987810004203,38.911877394636,13783,13966,183,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,47.657278968754,61.342592592593,14184,14354,170,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,73.350698540545,79.693602693603,15661,15882,221,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,32.782681799075,69.777777777778,16321,16432,111,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,30.697772173182,46.175438596491,16940,17110,170,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,36.010928961749,45.104377104377,17203,17333,130,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.063231850117,48.111111111111,17386,17515,129,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,30.63051702396,48.111111111111,17543,17662,119,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,42.736443883985,91.5,17979,18355,376,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,38.432114333754,90.333333333333,18386,18519,133,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,27.80580075662,92.253086419753,18682,18927,245,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,5.6116015132409,80.888888888889,19467,19617,150,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,1.0382513661202,67.111111111111,19897,20030,133,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,5.4770912147961,71.396825396825,20163,20302,139,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,5.4770912147961,74.444444444444,20380,20490,110,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,14.108941746025,78.777777777778,20623,20760,137,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,83.032468442305,78.14000217226,20890,21079,189,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,38.163093736864,39.83908045977,22121,22240,119,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,13.27868852459,37.666666666667,22323,22441,118,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,25.78814627995,39.750363266492,22640,22776,136,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,36.025087940532,78,23333,23559,226,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,39.687543785904,75.396825396825,23747,23856,109,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,44.01429171921,71.111111111111,23939,24103,164,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,56.860025220681,66.555555555556,24379,24568,189,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,44.754098360656,84.222222222222,25000,25170,170,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,71.281710462038,73.440860215054,25365,25518,153,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,47.847835224884,61.831018518519,25886,26225,339,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,61.433375367802,55.882882882883,26479,26653,174,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,66.802813271918,63.116032116032,26928,27086,158,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,62.509457755359,73.40404040404,27853,28172,319,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,54.169819251786,79.055555555556,28600,28712,112,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,54.304329550231,34.111111111111,29117,29233,116,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,57.147388130995,63.444444444444,29268,29415,147,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,63.126236684813,61.888888888889,29543,29701,158,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,29.285414039512,61.555555555556,29928,30028,100,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,29.285414039512,79.888888888889,30135,30302,167,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,66.141235813367,64.555555555556,30553,30753,200,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,71.118116855822,62.469135802469,30901,31041,140,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.051702395965,30,31566,31727,161,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.051702395965,79.555555555556,31793,31968,175,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.051702395965,71.333333333333,32016,32135,119,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,42.736443883985,83,32339,32551,212,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,46.502732240437,83,32609,32790,181,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,19.657080096001,77,33200,33339,139,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,39.717434963337,40.433604336043,33708,33841,133,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,29.016393442623,44.111111111111,33998,34162,164,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,21.447462595004,68.555555555556,34318,34460,142,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,20.811265237495,78.333333333333,34638,34806,168,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,58.474148802018,80.555555555556,34869,35115,246,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,60.895334174023,76.777777777778,35146,35280,134,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,42.198402690206,89.444444444444,35511,35627,116,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,45.15762925599,91.444444444444,36103,36241,138,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,43.274485077764,97.222222222222,36342,36557,215,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,49.058427910887,95.444444444444,36581,36952,371,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,53.093736864229,101.77777777778,37218,37354,136,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,55.245901639344,99.888888888889,37479,37606,127,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,34.531315678857,88.680575312154,37800,38051,251,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,-8.1084489281211,19.888888888889,38562,38733,171,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,5.3425809163514,17.111111111111,38969,39160,191,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,71.466464038974,18.111111111111,39729,39871,142,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,74.48087431694,36.555555555556,40363,40543,180,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.724253888188,44.111111111111,41276,41466,190,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,35.47288776797,37.222222222222,41637,41745,108,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.051702395965,50.117738791423,42059,42266,207,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.051702395965,51.444444444444,42283,42436,153,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,29.419924337957,47.936507936508,42619,42759,140,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,31.264637002342,35.337448559671,43270,43403,133,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,41.929382093317,48.182222222222,43456,43641,185,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,34.427375902786,52.111111111111,43765,43897,132,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,24.039512400168,71.888888888889,44312,44454,142,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,12.606137032367,71.888888888889,44520,44857,337,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,50.269020596889,72.111111111111,44933,45103,170,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,53.892391761244,72.426900584795,45192,45361,169,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,53.867171080286,74.888888888889,45409,45619,210,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,53.867171080286,83.138888888889,45655,45786,131,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,56.591004623792,42.722222222222,46465,46598,133,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,55.649432534678,60.555555555556,46694,46949,255,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,15.309794031106,62,47080,47446,366,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,13.951240016814,62.040404040404,47465,47614,149,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,52.353930222783,65.444444444444,47766,47875,109,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,38.77042811469,75,48028,48129,101,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,86.680550778911,67.888888888889,48321,48433,112,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,6.6876839007987,64.888888888889,49193,49299,106,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,33.455233291299,101.33333333333,49390,49534,144,
fa93c38a-c549-4ba4-955f-4f5bc89c0ea4,8f8c5025-9d47-4965-b61c-085e58a28ce3,Untitled_8_500x.jpg,b64f163c-5bba-48cc-bfb9-8ec8ab4e04c2,,Anonymous,3,,,15.968894493485,75.777777777778,49690,49890,200,
